,index,violationid,buildingid,registrationid,boroid,borough,bin_x,bbl_x,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,address,bbl_y,bldg,m,og_address,zip code,cd,fc,ss,sa,cc,bin_y,dev_name,units,transfer,_merge,inspectiondate_year,novissued_year
7982,7982,17163920,805761,144829,1,manhattan,1077129,1012210007.0,133,133,133,WEST 90 STREET,C,2024-07-30,2024-07-31,08/31/2024,08/26/2024,,,,569,9269244.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 19K, 19th STORY, 3rd APARTMENT FROM WEST AT NORTH , SECTION ''BLDG 136''",2024-07-31,20,DEFECT LETTER ISSUED,10/03/2025,Original,Open,N,133 WEST 90 STREET,1012210007,2,M,133 WEST 90TH STREET,10024,07,12,47,69,06,1077129,WISE TOWERS,399, 11/30/2020,both,2024,2024.0
7983,7983,17163922,805761,144829,1,manhattan,1077129,1012210007.0,133,133,133,WEST 90 STREET,B,2024-07-30,2024-07-31,09/18/2024,09/04/2024,,,,1503,9269243.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 19K, 19th STORY, 3rd APARTMENT FROM WEST AT NORTH , SECTION ''BLDG 136''",2024-07-31,19,VIOLATION CLOSED,10/03/2025,Original,Close,N,133 WEST 90 STREET,1012210007,2,M,133 WEST 90TH STREET,10024,07,12,47,69,06,1077129,WISE TOWERS,399, 11/30/2020,both,2024,2024.0
7984,7984,17163926,805761,144829,1,manhattan,1077129,1012210007.0,133,133,133,WEST 90 STREET,A,2024-07-30,2024-07-31,11/17/2024,11/03/2024,,,,508,9269242.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE WEST WALL IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 19K, 19th STORY, 3rd APARTMENT FROM WEST AT NORTH , SECTION ''BLDG 136''",2024-07-31,19,VIOLATION CLOSED,10/03/2025,Original,Close,N,133 WEST 90 STREET,1012210007,2,M,133 WEST 90TH STREET,10024,07,12,47,69,06,1077129,WISE TOWERS,399, 11/30/2020,both,2024,2024.0
7985,7985,17163921,805761,144829,1,manhattan,1077129,1012210007.0,133,133,133,WEST 90 STREET,B,2024-07-30,2024-07-31,09/18/2024,09/04/2024,,,,702,9269243.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 19K, 19th STORY, 3rd APARTMENT FROM WEST AT NORTH , SECTION ''BLDG 136''",2024-07-31,19,VIOLATION CLOSED,10/03/2025,Original,Close,N,133 WEST 90 STREET,1012210007,2,M,133 WEST 90TH STREET,10024,07,12,47,69,06,1077129,WISE TOWERS,399, 11/30/2020,both,2024,2024.0
7986,7986,17158788,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,508,9270763.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE WEST WALL IN THE FOYER LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
7987,7987,17155181,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,583,9271043.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-08-01,19,VIOLATION CLOSED,04/23/2025,Original,Close,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
7988,7988,17158803,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,1503,9270763.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERATIVE IN THE ENTIRE APARTMENT LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
7989,7989,17158787,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,508,9270763.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL IN THE FOYER LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
7990,7990,17158808,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,C,2024-07-31,2024-07-31,08/14/2024,08/07/2024,,,,526,9270764.0,"§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING CONSISTING OF AN UNACCEPTABLE ELECTROMAGNETIC LOCKING DEVICE INSTALLED AT THE BUILDING FRONT ENTRANCE DOOR , 1st STORY",2024-08-01,19,VIOLATION CLOSED,10/12/2024,Original,Close,Y,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
7991,7991,17158811,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,502,9270762.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT THE WEST WALL , INTERMIDIATE LANDING BETWEEN 1ST AND 2ND STORY AT PUBLIC HALL, 1st STORY",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
7992,7992,17158812,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,A,2024-07-31,2024-07-31,11/18/2024,11/04/2024,,,,556,9270760.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE WEST WALL AT THE INTERMIDATE LANDING BETWEEN 1ST AND 2ND STORY AT PUBLIC HALL, 1st STORY",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
7993,7993,17155183,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,C,2024-07-31,2024-07-31,08/20/2024,08/15/2024,,,,530,9271045.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT ENTRANCE DOOR IN THE ENTRANCE LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-08-01,21,NOT COMPLIED WITH,04/23/2025,Original,Open,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
7994,7994,17155184,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,508,9271043.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL IN THE 3rd ROOM FROM NORTH LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-08-01,21,NOT COMPLIED WITH,04/23/2025,Original,Open,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
7995,7995,17155185,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,C,2024-07-31,2024-07-31,09/01/2024,08/27/2024,,,,568,9271044.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-08-01,21,NOT COMPLIED WITH,04/23/2025,Original,Open,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
7996,7996,17155186,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,C,2024-07-31,2024-07-31,09/01/2024,08/27/2024,,,,569,9271044.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-08-01,21,NOT COMPLIED WITH,04/24/2025,Original,Open,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
7997,7997,17155187,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,1503,9271043.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-08-01,19,VIOLATION CLOSED,04/23/2025,Original,Close,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
7998,7998,17155188,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,702,9271043.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-08-01,19,VIOLATION CLOSED,04/23/2025,Original,Close,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
7999,7999,17155189,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,508,9271043.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE KITCHEN LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-08-01,21,NOT COMPLIED WITH,04/23/2025,Original,Open,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
8000,8000,17155190,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,529,9271043.0,"§ 27-2005 HMC: REFIT LOWER AND UPPER SASH WINDOW AT WEST WALL IN THE 1st ROOM FROM NORTH LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-08-01,21,NOT COMPLIED WITH,04/23/2025,Original,Open,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
8001,8001,17158789,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,508,9270763.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH WALL IN THE FOYER LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8002,8002,17158790,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,508,9270763.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH WALL IN THE 1st PRIVATE HALLWAY LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8003,8003,17158791,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,508,9270763.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8004,8004,17158792,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,583,9270763.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8005,8005,17158793,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,508,9270763.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL IN THE KITCHEN LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8006,8006,17158794,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,508,9270763.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE KITCHEN LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8007,8007,17158795,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,508,9270763.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL IN THE BATHROOM LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8008,8008,17158796,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,583,9270763.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT NORTH WALL IN THE BATHROOM LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8009,8009,17158798,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,583,9270763.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT EAST WALL IN THE BATHROOM LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8010,8010,17158799,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,508,9270763.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE BATHROOM LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8011,8011,17158804,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,702,9270763.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR INOPERATIVE IN THE ENTIRE APARTMENT LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8012,8012,17158805,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,501,9270763.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE BROKEN GLASS PANE AT WINDOW UPPER SASH , AT EAST WALL IN THE 1st PRIVATE HALLWAY LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8013,8013,17158806,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,510,9270763.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF KEY OPERATED LOCK SET AT DOOR LEADING TO FIRE ESCAPE WINDOW IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8014,8014,17158807,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,504,9270762.0,"§ 27-2005 ADM CODE PROVIDE SECURITY IN THE EVENT OF A POWER OUTAGE BY MEANS OF AN ACCEPTABLE MECHANICAL HEAVY DUTY AND LATCH SET AT THE BUILDING FRONT ENTRANCE DOOR , 1st STORY",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8015,8015,17155182,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,529,9271043.0,"§ 27-2005 HMC: REFIT AT ENTRANCE DOOR IN THE ENTRANCE LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-08-01,21,NOT COMPLIED WITH,04/23/2025,Original,Open,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
8016,8016,17158797,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,508,9270763.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL IN THE BATHROOM LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8017,8017,17158800,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,B,2024-07-31,2024-07-31,09/19/2024,09/05/2024,,,,583,9270763.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8018,8018,17158801,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,A,2024-07-31,2024-07-31,11/18/2024,11/04/2024,,,,556,9270761.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE WEST WALL IN THE BATHROOM LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8019,8019,17158802,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,A,2024-07-31,2024-07-31,11/18/2024,11/04/2024,,,,554,9270761.0,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE 1st DOOR FRAME FROM SOUTH AT WEST WALL IN THE BATHROOM LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-08-01,2,NOV SENT OUT,08/01/2024,Original,Open,N,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8020,8020,17158810,351628,325960,3,brooklyn,3036364,3013690058.0,1629,1629,1629,PARK PLACE,C,2024-07-31,2024-07-31,08/14/2024,08/07/2024,,,,526,9270764.0,"§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING REMOVE THE ILLEGAL FASTIENING CONSISTING OF AN UNACCEPTABLE ELECTROMAGNETIC LOCKING DEVICE INSTALLED AT THE VESTIBULE DOOR AT PUBLIC HALL, 1st STORY",2024-08-01,19,VIOLATION CLOSED,10/12/2024,Original,Close,Y,1629 PARK PLACE,3013690058,4,M,1629 PARK PLACE,11233,08,09,20,55,41,3036364,CROWN HEIGHTS,121, 11/28/2023,both,2024,2024.0
8021,8021,17163431,808795,389260,3,brooklyn,3322228,3018090001.0,775,775,775,MARCY AVENUE,B,2024-08-04,2024-08-04,09/23/2024,09/09/2024,,,08/14/2024,583,9275849.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 2nd BATHROOM FROM EAST LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-08-05,9,VIOLATION DISMISSED,10/25/2024,Original,Close,N,775 MARCY AVENUE,3018090001,4,M,775 MARCY AVENUE,11216,03,08,25,56,36,3322228,ARMSTRONG II,248, 02/12/2020,both,2024,2024.0
