,development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,no_days_open,one_yr_post_transfer
10439,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17465527,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2024-07-28,2024-11-26,01/14/2025,12/31/2024,,,,550.0,9459241.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 2 SQUARE FEET AT CELING IN THE BATHROOM LOCATED AT APT 12H, 12th STORY, 5th APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 17147535 ISSUED 28-JUL-24 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE §27-2017.3a(3)(a) or (b).",2024-11-26,20.0,DEFECT LETTER ISSUED,2025-09-23,Original,Open,N,2024,2024.0,2025-10-06,314.0,2022-12-28
10440,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17249552,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2024-09-05,2024-09-05,09/19/2024,09/12/2024,,,09/18/2024,671.0,9324120.0,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM MISSING AT PUBLIC HALL, 1st STORY",2024-09-06,19.0,VIOLATION CLOSED,2025-05-30,Original,Close,N,2024,2024.0,2025-10-06,266.0,2022-12-28
10441,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17249555,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2024-09-05,2024-09-05,12/24/2024,12/10/2024,,,12/24/2024,1501.0,9324119.0,"§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.",2024-09-06,9.0,VIOLATION DISMISSED,2025-03-06,Original,Close,N,2024,2024.0,2025-10-06,181.0,2022-12-28
10442,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,15678248,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2023-01-24,2023-01-24,02/06/2023,01/25/2023,,,,670.0,8264052.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 16C, 16th STORY, 7th APARTMENT FROM NORTH AT EAST",2023-01-25,19.0,VIOLATION CLOSED,2023-02-17,Original,Close,Y,2023,2023.0,2025-10-06,23.0,2022-12-28
10443,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,15710235,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2023-02-08,2023-02-08,02/21/2023,02/09/2023,,,,670.0,8283675.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 16C, 16th STORY, 3rd APARTMENT FROM NORTH AT EAST",2023-02-09,19.0,VIOLATION CLOSED,2023-03-06,Original,Close,Y,2023,2023.0,2025-10-06,25.0,2022-12-28
10444,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,15747938,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2023-02-28,2023-03-01,03/13/2023,03/01/2023,,,,670.0,8309052.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 16C, 16th STORY, 7th APARTMENT FROM NORTH AT EAST",2023-03-02,19.0,VIOLATION CLOSED,2023-03-25,Original,Close,Y,2023,2023.0,2025-10-06,23.0,2022-12-28
10445,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,16305964,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2023-10-12,2023-10-13,10/29/2023,10/22/2023,,,,583.0,8686647.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AT PUBLIC HALL, 1st STORY",2023-10-16,19.0,VIOLATION CLOSED,2023-12-19,Original,Close,N,2023,2023.0,2025-10-06,64.0,2022-12-28
10446,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17664488,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-01-31,2025-02-04,03/25/2025,03/11/2025,,,03/17/2025,501.0,9612794.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE ELECTRICAL OUTLET AT NORTH WALL IN THE 4th ROOM FROM NORTH LOCATED AT APT 5K, 5th STORY, 7th APARTMENT FROM SOUTH AT WEST",2025-02-04,19.0,VIOLATION CLOSED,2025-04-29,Original,Close,N,2025,2025.0,2025-10-06,84.0,2022-12-28
10447,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17147542,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2024-07-28,2024-07-30,11/17/2024,11/03/2024,,,,1501.0,9269317.0,"§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.",2024-07-31,19.0,VIOLATION CLOSED,2025-04-29,Original,Close,N,2024,2024.0,2025-10-06,272.0,2022-12-28
10448,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17236412,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2024-08-30,2024-09-03,10/23/2024,10/09/2024,,,,649.0,9320421.0,"§ 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN WASTELINE AT BATHTUB IN THE BATHROOM LOCATED AT APT 5K, 5th STORY, 7th APARTMENT FROM SOUTH AT WEST",2024-09-04,19.0,VIOLATION CLOSED,2025-04-29,Original,Close,Y,2024,2024.0,2025-10-06,237.0,2022-12-28
10449,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17236413,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2024-08-30,2024-09-03,10/23/2024,10/09/2024,,,,509.0,9320421.0,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE BASE CABINET AT WASHBASIN TO THE EAST WALL IN THE BATHROOM LOCATED AT APT 5K, 5th STORY, 7th APARTMENT FROM SOUTH AT WEST",2024-09-04,19.0,VIOLATION CLOSED,2024-12-06,Original,Close,N,2024,2024.0,2025-10-06,93.0,2022-12-28
10450,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17779699,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-03-23,2025-03-23,07/11/2025,06/27/2025,,,05/16/2025,484.0,9683959.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR THAT IS MISSING AT PUBLIC HALL",2025-03-24,19.0,VIOLATION CLOSED,2025-05-30,Original,Close,N,2025,2025.0,2025-10-06,67.0,2022-12-28
10451,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17664492,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-01-31,2025-02-04,03/07/2025,03/02/2025,,,02/25/2025,568.0,9612795.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 5K, 5th STORY, 7th APARTMENT FROM SOUTH AT WEST",2025-02-04,21.0,NOT COMPLIED WITH,2025-09-23,Original,Open,N,2025,2025.0,2025-10-06,244.0,2022-12-28
10452,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17910388,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-05-22,2025-05-22,06/04/2025,05/23/2025,,,06/02/2025,670.0,9768484.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE 2nd ROOM FROM NORTH LOCATED AT APT 16M, 16th STORY, 2nd APARTMENT FROM NORTH AT EAST",2025-05-23,19.0,VIOLATION CLOSED,2025-06-06,Original,Close,Y,2025,2025.0,2025-10-06,14.0,2022-12-28
10453,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17935195,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-05-28,2025-05-30,07/03/2025,06/28/2025,,,07/02/2025,568.0,9781270.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 5K, 5th STORY, 7th APARTMENT FROM SOUTH AT WEST",2025-06-02,21.0,NOT COMPLIED WITH,2025-09-23,Original,Open,N,2025,2025.0,2025-10-06,126.0,2022-12-28
10454,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17929916,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-05-25,2025-05-29,07/18/2025,07/04/2025,,,06/18/2025,502.0,9778060.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT CEILING AT PUBLIC HALL, 1st STORY",2025-05-30,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2025,2025.0,2025-10-06,116.0,2022-12-28
10455,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17938123,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-06-04,2025-06-04,09/22/2025,09/08/2025,,,07/02/2025,556.0,9803910.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT CEILING AT PUBLIC HALL, 1st STORY",2025-06-05,19.0,VIOLATION CLOSED,2025-07-09,Original,Close,N,2025,2025.0,2025-10-06,34.0,2022-12-28
10456,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18112359,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-07-24,2025-07-25,09/15/2025,09/01/2025,,,07/29/2025,508.0,9925879.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT 9L, 9th STORY, 1st APARTMENT FROM NORTH AT EAST",2025-07-28,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-29,Original,Open,N,2025,2025.0,2025-10-06,70.0,2022-12-28
10457,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18212373,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-09-08,2025-09-08,09/22/2025,09/15/2025,,,09/16/2025,583.0,9985074.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AT PUBLIC HALL, 1st STORY",2025-09-09,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2025,2025.0,2025-10-06,14.0,2022-12-28
10458,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18212374,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-09-08,2025-09-08,10/28/2025,10/14/2025,,,09/22/2025,502.0,9985073.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL CEILING AT PUBLIC HALL, 1st STORY",2025-09-09,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2025,2025.0,2025-10-06,14.0,2022-12-28
10459,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17938121,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-06-04,2025-06-04,07/24/2025,07/10/2025,,,06/18/2025,583.0,9803911.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AT PUBLIC HALL, 1st STORY",2025-06-05,19.0,VIOLATION CLOSED,2025-07-01,Original,Close,N,2025,2025.0,2025-10-06,26.0,2022-12-28
10460,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17938122,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-06-04,2025-06-04,06/18/2025,06/11/2025,,,06/18/2025,502.0,9803912.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT PLASTER AT CEILING AT PUBLIC HALL, 1st STORY",2025-06-05,19.0,VIOLATION CLOSED,2025-06-23,Original,Close,N,2025,2025.0,2025-10-06,18.0,2022-12-28
10461,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18112355,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-07-24,2025-07-25,09/15/2025,09/01/2025,,,07/29/2025,583.0,9925879.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE KITCHEN LOCATED AT APT 9L, 9th STORY, 1st APARTMENT FROM NORTH AT EAST",2025-07-28,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-29,Original,Open,N,2025,2025.0,2025-10-06,70.0,2022-12-28
10462,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18112356,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-07-24,2025-07-25,09/15/2025,09/01/2025,,,07/29/2025,508.0,9925879.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE KITCHEN LOCATED AT APT 9L, 9th STORY, 1st APARTMENT FROM NORTH AT EAST",2025-07-28,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-29,Original,Open,N,2025,2025.0,2025-10-06,70.0,2022-12-28
10463,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17916095,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-05-25,2025-05-25,07/15/2025,07/01/2025,,,06/18/2025,508.0,9773199.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AT PUBLIC HALL, 1st STORY",2025-05-27,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2025,2025.0,2025-10-06,119.0,2022-12-28
10464,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18069639,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-06-26,2025-07-01,10/18/2025,10/04/2025,,,07/15/2025,508.0,9891409.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL, AND THE WEST WALL IN THE BATHROOM LOCATED AT APT 12H, 12th STORY, 5th APARTMENT FROM SOUTH AT WEST",2025-07-01,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2025,2025.0,2025-10-06,84.0,2022-12-28
10465,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18069641,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-06-26,2025-07-01,10/18/2025,10/04/2025,,,07/22/2025,583.0,9891409.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE NORTH WALL, AND THE WEST WALL IN THE BATHROOM LOCATED AT APT 12H, 12th STORY, 5th APARTMENT FROM SOUTH AT WEST",2025-07-01,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2025,2025.0,2025-10-06,84.0,2022-12-28
10466,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18141858,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-08-01,2025-08-04,09/23/2025,09/09/2025,,,09/05/2025,702.0,9937592.0,"§ 27-2045(B)(1)(A) HMC, § 12-01, § 12-03 RCNY REPAIR, REPLACE OR PROVIDE AN APPROVED AND OPERATIONAL SMOKE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH DEPARTMENT OF BUILDINGS RULES AND REGULATIONS THAT IS DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 5K, 5th STORY, 7th APARTMENT FROM SOUTH AT WEST",2025-08-05,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2025,2025.0,2025-10-06,49.0,2022-12-28
10467,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18141862,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-08-01,2025-08-04,09/23/2025,09/09/2025,,,09/05/2025,1503.0,9937592.0,"§ 27-2045(B)(1)(B) HMC, § 12-06, § 12-07, § 12-09 RCNY REPAIR, REPLACE OR PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES THAT IS DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 5K, 5th STORY, 7th APARTMENT FROM SOUTH AT WEST",2025-08-05,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2025,2025.0,2025-10-06,49.0,2022-12-28
10468,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,15948830,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2023-04-30,2023-04-30,06/19/2023,06/05/2023,,,,583.0,8469472.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 6A, 6th STORY, 5th APARTMENT FROM SOUTH AT WEST",2023-05-01,19.0,VIOLATION CLOSED,2024-12-06,Original,Close,N,2023,2023.0,2025-10-06,585.0,2022-12-28
10469,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17728332,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-03-01,2025-03-01,04/03/2025,03/29/2025,,,03/28/2025,567.0,9652412.0,"567 (C) § 27-2017, 27-2017.1, 27-2017.4, 27-2017.5, 27-2017.8, 27-2019, 27-2021 HMC: ABATE THE NUISANCE CONSISTING OF EVIDENCE OF RATS AND ALL UNDERLYING CAUSES CREATING THE PEST INFESTATIONS, BY USING INTEGRATED PEST MANAGEMENT (IPM), ELIMINATE ALL BURROW ENTRY AND PASSAGEWAYS, PEST NESTS, HOLES, GAPS OR CRACKS IN WALLS, CEILINGS, FLOORS, FIXING LEAKS AND MANAGING GARBAGE IN PUBLIC AREAS. EVIDENCE FOUND AT RATS EXCRETA IN THE ENTIRE APARTMENT LOCATED AT APT 5N, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST",2025-03-03,19.0,VIOLATION CLOSED,2025-06-17,Original,Close,Y,2025,2025.0,2025-10-06,106.0,2022-12-28
10470,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17728333,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-03-01,2025-03-01,03/16/2025,03/09/2025,,,,508.0,9652411.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH, EAST, SOUTH, WEST WALLS AND CEILING IN THE BATHROOM LOCATED AT APT 5N, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST",2025-03-03,19.0,VIOLATION CLOSED,2025-04-15,Original,Close,N,2025,2025.0,2025-10-06,43.0,2022-12-28
10471,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18212375,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-09-08,2025-09-08,12/27/2025,12/13/2025,,,09/22/2025,556.0,9985072.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING AT PUBLIC HALL, 1st STORY",2025-09-09,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2025,2025.0,2025-10-06,14.0,2022-12-28
10472,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18112360,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-07-24,2025-07-25,09/15/2025,09/01/2025,,,07/29/2025,502.0,9925879.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE AT FLOOR TILES IN THE 1st ROOM FROM NORTH LOCATED AT APT 9L, 9th STORY, 1st APARTMENT FROM NORTH AT EAST",2025-07-28,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-29,Original,Open,N,2025,2025.0,2025-10-06,70.0,2022-12-28
10473,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18112358,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-07-24,2025-07-25,11/14/2025,10/31/2025,,,07/29/2025,550.0,9925878.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10SQ AT CEILING IN THE BATHROOM LOCATED AT APT 9L, 9th STORY, 1st APARTMENT FROM NORTH AT EAST",2025-07-28,11.0,VIOLATION WILL BE REINSPECTED,2025-09-29,Original,Open,N,2025,2025.0,2025-10-06,70.0,2022-12-28
