,development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,no_days_open,one_yr_post_transfer
10401,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17728341,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-03-01,2025-03-02,04/21/2025,04/07/2025,,,,583.0,9652409.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE CEILING AT PUBLIC HALL, 1st STORY",2025-03-03,19.0,VIOLATION CLOSED,2025-04-29,Original,Close,N,2025,2025.0,2025-10-06,57.0,2022-12-28
10402,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17756522,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-03-13,2025-03-18,07/06/2025,06/22/2025,,,,1506.0,9676717.0,"§ 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED",2025-03-19,19.0,VIOLATION CLOSED,2025-04-29,Original,Close,N,2025,2025.0,2025-10-06,41.0,2022-12-28
10403,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17756523,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-03-13,2025-03-18,07/06/2025,06/22/2025,,,,500.0,9676717.0,§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD.,2025-03-19,19.0,VIOLATION CLOSED,2025-04-29,Original,Close,N,2025,2025.0,2025-10-06,41.0,2022-12-28
10404,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17756524,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-03-13,2025-03-18,04/01/2025,03/25/2025,,,03/28/2025,671.0,9676718.0,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM AT PUBLIC HALL, 1st STORY",2025-03-19,19.0,VIOLATION CLOSED,2025-05-30,Original,Close,N,2025,2025.0,2025-10-06,72.0,2022-12-28
10405,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17756528,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-03-13,2025-03-18,07/06/2025,06/22/2025,,,05/16/2025,484.0,9676717.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR AT PUBLIC HALL, 1st STORY",2025-03-19,19.0,VIOLATION CLOSED,2025-05-30,Original,Close,N,2025,2025.0,2025-10-06,72.0,2022-12-28
10406,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17779698,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-03-23,2025-03-23,07/11/2025,06/27/2025,,,05/16/2025,722.0,9683959.0,"§ 27-2053 ADM CODE POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER. AT PUBLIC HALL",2025-03-24,19.0,VIOLATION CLOSED,2025-05-30,Original,Close,N,2025,2025.0,2025-10-06,67.0,2022-12-28
10407,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18069646,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-06-26,2025-07-01,10/18/2025,10/04/2025,,,07/15/2025,502.0,9891410.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIALL AT THE CEILING AT PUBLIC HALL, 1st STORY",2025-07-01,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2025,2025.0,2025-10-06,84.0,2022-12-28
10408,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17664485,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-01-31,2025-02-04,02/23/2025,02/18/2025,,,02/21/2025,530.0,9612796.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES, TO MAIL ROOM, BUILDING FRONT",2025-02-04,19.0,VIOLATION CLOSED,2025-04-29,Original,Close,N,2025,2025.0,2025-10-06,84.0,2022-12-28
10409,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17756526,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-03-13,2025-03-18,07/06/2025,06/22/2025,,,,700.0,9676717.0,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX AT PUBLIC HALL, 1st STORY",2025-03-19,19.0,VIOLATION CLOSED,2025-04-29,Original,Close,N,2025,2025.0,2025-10-06,41.0,2022-12-28
10412,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17916093,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-05-25,2025-06-02,06/22/2025,06/17/2025,,,06/09/2025,530.0,9783001.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES AT HOPPER DOOR TO COMPACTOR CHUTE AT PUBLIC HALL, 10th STORY",2025-06-03,19.0,VIOLATION CLOSED,2025-06-23,Original,Close,N,2025,2025.0,2025-10-06,20.0,2022-12-28
10413,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17916094,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-05-25,2025-05-25,06/09/2025,06/02/2025,,,,583.0,9773200.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AT PUBLIC HALL, 1st STORY",2025-05-27,19.0,VIOLATION CLOSED,2025-06-23,Original,Close,N,2025,2025.0,2025-10-06,27.0,2022-12-28
10414,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,18141857,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-08-01,2025-08-04,09/05/2025,08/31/2025,,,08/19/2025,790.0,9937593.0,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 2; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT 5K, 5th STORY, 7th APARTMENT FROM SOUTH AT WEST",2025-08-05,19.0,VIOLATION CLOSED,2025-08-25,Original,Close,N,2025,2025.0,2025-10-06,20.0,2022-12-28
10415,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,15747937,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2023-02-28,2023-03-01,03/13/2023,03/01/2023,,,,666.0,8309052.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 16C, 16th STORY, 7th APARTMENT FROM NORTH AT EAST",2023-03-02,19.0,VIOLATION CLOSED,2023-03-25,Original,Close,Y,2023,2023.0,2025-10-06,23.0,2022-12-28
10416,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17929917,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-05-25,2025-05-29,09/16/2025,09/02/2025,,,07/25/2025,556.0,9778059.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING AT PUBLIC HALL, 1st STORY",2025-05-30,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2025,2025.0,2025-10-06,116.0,2022-12-28
10417,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,15710236,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2023-02-08,2023-02-08,02/28/2023,02/23/2023,,,,530.0,8284815.0,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE IN THE ENTRANCE LOCATED AT APT 16C, 16th STORY, 3rd APARTMENT FROM NORTH AT EAST",2023-02-09,19.0,VIOLATION CLOSED,2023-03-14,Original,Close,N,2023,2023.0,2025-10-06,33.0,2022-12-28
10418,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,15948831,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2023-04-30,2023-04-30,06/19/2023,06/05/2023,,,,508.0,8469472.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT 6A, 6th STORY, 5th APARTMENT FROM SOUTH AT WEST",2023-05-01,19.0,VIOLATION CLOSED,2024-12-06,Original,Close,N,2023,2023.0,2025-10-06,585.0,2022-12-28
10419,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,16514444,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2023-12-11,2023-12-12,03/31/2024,03/17/2024,,,03/29/2024,556.0,8845751.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING, NORTH, EAST AND WEST WALLS IN THE BATHROOM LOCATED AT APT 6A, 6th STORY, 5th APARTMENT FROM NORTH AT EAST",2023-12-13,9.0,VIOLATION DISMISSED,2024-06-10,Original,Close,N,2023,2023.0,2025-10-06,180.0,2022-12-28
10420,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,16514445,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2023-12-11,2023-12-12,03/31/2024,03/17/2024,,,03/29/2024,556.0,8845751.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT NORTH, SOUTH AND WEST WALLS IN THE FOYER LOCATED AT APT 6A, 6th STORY, 5th APARTMENT FROM NORTH AT EAST",2023-12-13,9.0,VIOLATION DISMISSED,2024-06-10,Original,Close,N,2023,2023.0,2025-10-06,180.0,2022-12-28
10421,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17147544,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2024-07-28,2024-07-30,09/18/2024,09/04/2024,,,,501.0,9269318.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE LOCK ASSEMBLY AT BUILDING ENTRANCE DOOR AT PUBLIC HALL, 1st STORY",2024-07-31,19.0,VIOLATION CLOSED,2024-12-06,Original,Close,N,2024,2024.0,2025-10-06,128.0,2022-12-28
10422,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17367445,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2024-10-23,2024-10-24,02/11/2025,01/28/2025,,,12/24/2024,484.0,9398911.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",2024-10-25,9.0,VIOLATION DISMISSED,2025-03-06,Original,Close,N,2024,2024.0,2025-10-06,132.0,2022-12-28
10423,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17367447,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2024-10-23,2024-10-24,02/11/2025,01/28/2025,,,12/24/2024,700.0,9398911.0,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING AT PUBLIC HALL, 1st STORY",2024-10-25,9.0,VIOLATION DISMISSED,2025-03-06,Original,Close,N,2024,2024.0,2025-10-06,132.0,2022-12-28
10424,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17659306,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-01-29,2025-02-01,02/16/2025,02/09/2025,,,,501.0,9610919.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE LOCK AND ASSEMBLY AT BUILDING ENTRANCE DOOR AT LOBBY, 1st STORY",2025-02-03,19.0,VIOLATION CLOSED,2025-04-29,Original,Close,N,2025,2025.0,2025-10-06,85.0,2022-12-28
10425,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17728334,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-03-01,2025-03-01,04/21/2025,04/07/2025,,,04/03/2025,583.0,9652410.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE NORTH, EAST, SOUTH, WEST WALLS AND CEILING IN THE BATHROOM LOCATED AT APT 5N, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST",2025-03-03,19.0,VIOLATION CLOSED,2025-04-29,Original,Close,N,2025,2025.0,2025-10-06,57.0,2022-12-28
10426,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17728338,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-03-01,2025-03-03,06/21/2025,06/07/2025,,,,778.0,9654407.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING., 1st STORY",2025-03-04,19.0,VIOLATION CLOSED,2025-04-29,Original,Close,N,2025,2025.0,2025-10-06,56.0,2022-12-28
10427,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17728340,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-03-01,2025-03-02,04/21/2025,04/07/2025,,,,502.0,9652409.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDENT MATERIAL AT THE CEILING AT PUBLIC HALL, 1st STORY",2025-03-03,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2025,2025.0,2025-10-06,204.0,2022-12-28
10428,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17922175,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-05-25,2025-06-02,06/22/2025,06/17/2025,,,06/09/2025,530.0,9783001.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES AT DOOR LEADING TO YARD AT NORTH , 1st STORY",2025-06-03,19.0,VIOLATION CLOSED,2025-06-23,Original,Close,N,2025,2025.0,2025-10-06,20.0,2022-12-28
10429,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17963869,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2025-06-04,2025-06-06,07/28/2025,07/14/2025,,,06/18/2025,583.0,9825934.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING AT PUBLIC HALL, 1st STORY",2025-06-09,19.0,VIOLATION CLOSED,2025-07-01,Original,Close,N,2025,2025.0,2025-10-06,22.0,2022-12-28
10430,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17963871,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-06-04,2025-06-06,06/22/2025,06/15/2025,,,06/18/2025,502.0,9825935.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT CEILING AT PUBLIC HALL, 1st STORY",2025-06-09,19.0,VIOLATION CLOSED,2025-06-23,Original,Close,N,2025,2025.0,2025-10-06,14.0,2022-12-28
10431,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17963872,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,C,2025-06-04,2025-06-06,06/28/2025,06/23/2025,,,06/13/2025,530.0,9825936.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES, BULKHEAD TO ROOF, STAIRWAY ''B'', 2ND PUBLIC STAIRS FROM NORTH AT PUBLIC HALL, 16th STORY",2025-06-09,19.0,VIOLATION CLOSED,2025-06-23,Original,Close,N,2025,2025.0,2025-10-06,14.0,2022-12-28
10432,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17728335,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2025-03-01,2025-03-03,06/21/2025,06/07/2025,,,05/16/2025,484.0,9654407.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR ... , 1st STORY",2025-03-04,19.0,VIOLATION CLOSED,2025-05-30,Original,Close,N,2025,2025.0,2025-10-06,87.0,2022-12-28
10433,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17208402,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2024-08-20,2024-09-15,01/03/2025,12/20/2024,,,12/24/2024,484.0,9337998.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL",2024-09-16,9.0,VIOLATION DISMISSED,2025-03-06,Original,Close,N,2024,2024.0,2025-10-06,171.0,2022-12-28
10434,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17208407,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,A,2024-08-20,2024-09-15,01/03/2025,12/20/2024,,,12/24/2024,1501.0,9337998.0,"§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.",2024-09-16,9.0,VIOLATION DISMISSED,2025-03-06,Original,Close,N,2024,2024.0,2025-10-06,171.0,2022-12-28
10435,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,17147532,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2024-07-28,2024-07-28,09/16/2024,09/02/2024,,,,583.0,9265241.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT NORTH WALL IN THE BATHROOM LOCATED AT APT 12H, 12th STORY, 5th APARTMENT FROM SOUTH AT WEST",2024-07-29,19.0,VIOLATION CLOSED,2025-09-23,Original,Close,N,2024,2024.0,2025-10-06,421.0,2022-12-28
10436,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,16320720,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2023-10-19,2023-11-06,12/27/2023,12/13/2023,,,,507.0,8720670.0,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 16N, 16th STORY, 3rd APARTMENT FROM NORTH AT EAST",2023-11-08,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-29,Original,Open,Y,2023,2023.0,2025-10-06,698.0,2022-12-28
10437,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,16320722,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2023-10-19,2023-10-27,12/18/2023,12/04/2023,,,,583.0,8707867.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT WEST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 16N, 16th STORY, 3rd APARTMENT FROM NORTH AT EAST",2023-10-30,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-29,Original,Open,N,2023,2023.0,2025-10-06,707.0,2022-12-28
10438,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,2021-12-28,875 PENNSYLVANIA AVENUE,875.0,PENNSYLVANIA AVENUE,875 PENNSYLVANIA AVENUE,16320723,809165,389840.0,3,875,875,895,PENNSYLVANIA AVENUE,B,2023-10-19,2023-10-27,12/18/2023,12/04/2023,,,,508.0,8707867.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 16N, 16th STORY, 3rd APARTMENT FROM NORTH AT EAST",2023-10-30,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-29,Original,Open,N,2023,2023.0,2025-10-06,707.0,2022-12-28
