building_name,borough,total_units,tds,transferred_date,page_number,bbl,bldg,m,address,zip_code,cd_,fc_,ss_,sa_,cc_,bin,3018020043,12,250_lexington_avenue,11216,3,08,25,57,36,3050586,3018040010,390_lexington_avenue,56,3322214,3021450001,45_south_10th_street,11249,1,07,18,50,34,3000000,2022690100,8,401_saint_anns_avenue,10454,14,29,84,2090993,2022870135,490_east_143rd_street,15,2000433,1021070059,1949_amsterdam_avenue,10032,13,31,71,10,1062490,3043770001,17,884_ashford_street,11207,5,19,60,42,3324274,3033410001,32,1260_gates_avenue,11221,4,54,37,3326137,3033340001,365_wilson_avenue,53,3338493,2049050001,33,1141_226th_drive,10466,16,83,2094164,1020160060,6,2651_a_c_powell_boulevard,10039,30,09,1084139,3033150001,2,140_menahan_street,3394310,3014710061,1747_saint_johns_place,11233,55,41,3014700160,1679_saint_johns_place,3392746,3014700015,1720a_sterling_place,3348327,3014710014,1790b_sterling_place,3393524,3014390010,2020_pacific_street,3038674,1020150005,164_west_147th_street,1079768,2026800001,1113_prospect_avenue,10459,79,2091984,3013410001,1605_dean_street,11213,20,3324581,3021400026,195_division_avenue,11211,3251681,3030260001,161_scholes_street,11206,3344974,3030240001,112_maujer_street,3327882,3030250046,247_graham_avenue,3327884
STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,83,366,11/28/2023,28,3013790031,3,M,1506 STERLING PLACE,11213,8,09,20,55,36,3036861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,83,366,11/28/2023,28,3013730054,4,M,1511 STERLING PLACE,11213,8,09,20,55,36,3036569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,83,366,11/28/2023,28,3013810018,5,M,1640 STERLING PLACE,11233,8,09,20,55,41,3036911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013790008,1,M,1448 STERLING PLACE,11213,8,09,20,55,36,3036855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013790011,2,M,1452 STERLING PLACE,11213,8,09,20,55,36,3036856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013800025,3,M,1568 STERLING PLACE,11213,8,09,20,55,36,3036888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013800028,4,M,1578 STERLING PLACE,11213,8,09,20,55,36,3036889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013800031,5,M,1588 STERLING PLACE,11213,8,09,20,55,36,3036890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013800034,6,M,1598 STERLING PLACE,11213,8,09,20,55,36,3036891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013750002,7,M,225 BUFFALO AVENUE,11213,8,09,20,55,41,3036630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100016,,,2041 UNION STREET,11212,16,09,25,55,41,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100007,,,2063 UNION STREET,11212,16,09,25,55,41,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100006,,,2067 UNION STREET,11212,16,09,25,55,41,3000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100001,1,M,2069 UNION STREET,11212,16,09,25,55,41,3080820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100001,1,,2079 UNION STREET,11212,16,09,25,55,41,3080820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100011,2,M,2045 UNION STREET,11212,16,09,25,55,41,3080825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100011,2,,2055 UNION STREET,11212,16,09,25,55,41,3080825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035090059,3,,2068 UNION STREET,11212,16,09,25,55,41,3080818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035090059,3,M,2058 UNION STREET,11212,16,09,25,55,41,3080818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490041,,,182 TAPSCOTT STREET,11212,16,09,19,55,41,3423994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490043,,,188 TAPSCOTT STREET,11212,16,09,19,55,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490044,,,190 TAPSCOTT STREET,11212,16,09,19,55,41,3081472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490041,,,194 TAPSCOTT STREET,11212,16,09,19,55,41,3081472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035340001,1,M,725 HOWARD AVENUE,11212,16,08,25,55,41,3081227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500034,2,,738 HOWARD AVENUE,11212,16,09,19,55,41,3081484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500034,2,M,728 HOWARD AVENUE,11212,16,09,19,55,41,3081484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490036,3,M,170 TAPSCOTT STREET,11212,16,09,19,55,41,3081471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500016,4,M,175 TAPSCOTT STREET,11212,16,09,19,55,41,3081483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500016,4,,185 TAPSCOTT STREET,11212,16,09,19,55,41,3081483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490041,5,M,184 TAPSCOTT STREET,11212,16,09,19,55,41,3423994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500011,6,M,187 TAPSCOTT STREET,11212,16,09,19,55,41,3081482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500011,6,,197 TAPSCOTT STREET,11212,16,09,19,55,41,3081482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490039,7,M,192 TAPSCOTT STREET,11212,16,09,19,55,41,3081472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500006,8,,209 TAPSCOTT STREET,11212,16,09,19,55,41,3081481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430167,,,2251 WEBSTER AVENUE,10457,5,15,33,86,15,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430206,,,2273 WEBSTER AVENUE,10457,5,15,33,86,15,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430234,,,2291 WEBSTER AVENUE,10458,5,15,33,86,15,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430236,,,2303 WEBSTER AVENUE,10458,5,15,33,86,15,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430234,,,371 EAST 183RD STREET,10458,5,15,33,86,15,2130369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430206,,,380 EAST 183RD STREET,10457,5,15,33,86,15,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430167,,,386 FORD STREET,10457,5,15,33,86,15,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430240,,,390 EAST 184TH STREET,10458,5,15,33,86,15,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430236,,,394 EAST 184TH STREET,10458,5,15,33,86,15,2000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 FORD STREET, WING D",10457,5,15,33,86,15,2092394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,,360 FORD STREET,10457,5,15,33,86,15,2092394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 FORD STREET, WING A",10457,5,15,33,86,15,2092394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 FORD STREET, WING B",10457,5,15,33,86,15,2092394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,,355 FORD STREET,10457,5,15,33,86,15,2092394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 FORD STREET, WING C",10457,5,15,33,86,15,2092394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,,353 FORD STREET,10457,5,15,33,86,15,2092394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 EAST 183RD STREET, WING D",10458,5,15,33,86,15,2092394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,,365 FORD STREET,10457,5,15,33,86,15,2092394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 EAST 183RD STREET, WING E",10458,5,15,33,86,15,2092394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,,355 EAST 183RD STREET,10458,5,15,33,86,15,2092394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWIN PARKS WEST (SITES 1 & 2),BRONX,312,227,10/31/2018,29,2031430155,1,M,"365 EAST 183RD STREET, WING F",10458,5,15,33,86,15,2092394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION AVENUE-EAST 163RD STREET,BRONX,200,342,11/28/2023,29,2026780001,1,M,950 UNION AVENUE,10459,3,15,32,79,17,2005015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800013,1,M,1135 PROSPECT AVENUE,10459,3,15,32,79,17,2091990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800013,2,M,819 EAST 167TH STREET,10459,3,15,32,79,17,2091991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800013,2,M,817 EAST 167TH STREET,10459,3,15,32,79,17,2091991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800013,2,M,815 EAST 167TH STREET,10459,3,15,32,79,17,2091991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800013,2,M,813 EAST 167TH STREET,10459,3,15,32,79,17,2091991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800013,2,M,811 EAST 167TH STREET,10459,3,15,32,79,17,2091991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,3,M,1104 UNION AVENUE,10459,3,15,32,79,17,2091986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,3,M,1102 UNION AVENUE,10459,3,15,32,79,17,2091986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNION AVENUE-EAST 166TH STREET,BRONX,120,356,11/28/2023,29,2026800001,3,M,1100 UNION AVENUE,10459,3,15,32,79,17,2091986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
